supplier_id,supplier_name,country,region,risk_score,risk_category
SUP-063844,"Holmes, Cummings and Powell",Tajikistan,Asia,0.1,Low
SUP-063845,Callahan PLC,Botswana,Asia,0.0,
SUP-063846,"Anderson, Harris and Petty",Norfolk Island,Asia,0.6,Low
SUP-063847,Russell PLC,Cocos (Keeling) Islands,Middle East,0.3,Low
SUP-063848,"Browning, Garcia and Baker",Ghana,Middle East,0.0,
SUP-063849,Wright Ltd,Papua New Guinea,Asia,0.1,Low
SUP-063850,Hudson PLC,Congo,Africa,0.0,
SUP-063851,Brady-Adams,Guinea-Bissau,Europe,0.3,Low
SUP-063852,"Ballard, Robinson and Turner",Haiti,Asia,21.0,Low
SUP-063853,Griffin Group,Spain,Asia,0.0,
SUP-063854,Lester-Smith,Lithuania,Europe,2.2,Low
SUP-063855,Cabrera-Powell,Western Sahara,Americas,6.8,Low
SUP-063856,"Vaughn, Lewis and Simon",Liberia,Asia,0.3,Low
SUP-063857,Curtis-Martin,China,Asia,99.7,High
SUP-063858,Edwards PLC,Suriname,Middle East,0.0,
SUP-063859,Russell-Morales,Ireland,Europe,2.7,Low
SUP-063860,"Farrell, Fisher and Collins",Palestinian Territory,Asia,95.4,High
SUP-063861,Mayer-Vance,Guadeloupe,Asia,1.5,Low
SUP-063862,"Johnson, Durham and Townsend",Paraguay,Americas,86.7,High
SUP-063863,"Marshall, Blackwell and Bass",Qatar,Europe,33.4,Medium
SUP-063864,Stone-Peterson,Kazakhstan,Asia,0.0,
SUP-063865,Figueroa-Walker,Saint Lucia,Americas,0.0,
SUP-063866,"Jackson, Taylor and Anderson",Tonga,Asia,0.6,Low
SUP-063867,"Dean, Parks and Brown",Cyprus,Africa,4.8,Low
SUP-063868,Stephens-Lyons,Croatia,Americas,0.0,
SUP-063869,Khan-Chapman,Morocco,Africa,0.0,
SUP-063870,"Watts, Yang and Brown",Belgium,Asia,3.1,Low
SUP-063871,Baxter and Sons,Norway,Americas,3.7,Low
SUP-063872,Martinez Ltd,Papua New Guinea,Europe,0.1,Low
SUP-063873,"Nunez, Parker and Cohen",Anguilla,Middle East,0.0,
SUP-063874,"Hill, Mitchell and Kelley",Liechtenstein,Asia,0.8,Low
SUP-063875,"Smith, Johnson and Thomas",Haiti,Americas,0.9,Low
SUP-063876,"Thornton, Bender and Long",Dominican Republic,Africa,0.0,
SUP-063877,Meyer PLC,Haiti,Americas,96.8,High
SUP-063878,"Wilson, Salinas and Erickson",French Southern Territories,Europe,0.1,Low
SUP-063879,Nicholson LLC,Tajikistan,Americas,95.5,High
SUP-063880,Johnson-Reid,Sri Lanka,Africa,0.0,
SUP-063881,Miller LLC,Saint Helena,Asia,0.1,Low
SUP-063882,Davis Inc,Bhutan,Africa,2.1,Low
SUP-063883,"Richardson, Brown and Clarke",Cameroon,Africa,0.0,
SUP-063884,Miller PLC,Aruba,Africa,0.1,Low
SUP-063885,"Johnson, Larsen and Moore",Western Sahara,Middle East,1.1,Low
SUP-063886,"Johnson, Luna and Estrada",Slovakia (Slovak Republic),Asia,0.0,
SUP-063887,Jones-Williams,Chad,Middle East,13.2,Low
SUP-063888,"Mcconnell, Bryant and Ward",United Kingdom,Americas,0.1,Low
SUP-063889,Wright-Garner,Panama,Asia,42.7,Medium
SUP-063890,"Smith, Brown and Castillo",Saint Lucia,Asia,42.0,Medium
SUP-063891,Gordon-Gibson,Solomon Islands,Americas,99.8,High
SUP-063892,Allen-Cox,Singapore,Americas,0.2,Low
SUP-063893,Jenkins-Oliver,Fiji,Africa,0.8,Low
SUP-063894,Hebert PLC,El Salvador,Asia,74.4,High
SUP-063895,"Peterson, Strickland and White",Serbia,Europe,0.2,Low
SUP-063896,Stout-Arroyo,Suriname,Africa,0.1,Low
SUP-063897,"Burton, Osborn and Butler",Turkey,Asia,94.1,High
SUP-063898,Conner PLC,San Marino,Americas,0.6,Low
SUP-063899,Espinoza Ltd,Latvia,Americas,0.0,
SUP-063900,Williams Group,Jersey,Europe,0.0,
SUP-063901,Gray Inc,Cape Verde,Asia,0.0,
SUP-063902,Schwartz-Espinoza,Hungary,Middle East,0.0,
SUP-063903,Schultz-Bush,Turkey,Africa,26.9,Low
SUP-063904,Vargas-Silva,Turks and Caicos Islands,Asia,5.0,Low
SUP-063905,Garcia-Oconnor,Faroe Islands,Middle East,7.8,Low
SUP-063906,"Woods, Garrett and Lewis",Australia,Americas,0.0,
SUP-063907,Austin-Smith,Hungary,Americas,0.2,Low
SUP-063908,Bell-Chan,Guinea-Bissau,Middle East,0.0,
SUP-063909,Colon-Bruce,China,Middle East,0.7,Low
SUP-063910,"Lewis, Smith and Jenkins",Hong Kong,Europe,30.7,Low
SUP-063911,"Daniels, Brown and Byrd",Cuba,Asia,19.0,Low
SUP-063912,"Small, Thompson and Smith",Bosnia and Herzegovina,Americas,0.0,
SUP-063913,"Walsh, Barr and Beasley",Bangladesh,Africa,0.0,
SUP-063914,"Cox, Tyler and Jordan",Vietnam,Americas,88.1,High
SUP-063915,Wiggins Group,North Macedonia,Asia,7.3,Low
SUP-063916,Martinez Group,Sri Lanka,Middle East,90.5,High
SUP-063917,"Gomez, Casey and Ford",Slovenia,Europe,81.3,High
SUP-063918,Bowman-Avila,Oman,Americas,0.2,Low
SUP-063919,"Martinez, Peterson and Miller",France,Europe,1.3,Low
SUP-063920,"Hardin, Carson and Clayton",Burkina Faso,Middle East,0.0,
SUP-063921,"Mendoza, Clark and Lynch",Ethiopia,Asia,22.9,Low
SUP-063922,White Ltd,Benin,Americas,0.0,
SUP-063923,Smith Inc,Greenland,Asia,24.6,Low
SUP-063924,Wilkerson Ltd,South Georgia and the South Sandwich Islands,Africa,0.9,Low
SUP-063925,Brown Group,China,Asia,0.6,Low
SUP-063926,Clayton Group,Sao Tome and Principe,Middle East,98.4,High
SUP-063927,"Hernandez, Snyder and Randall",Poland,Middle East,0.0,
SUP-063928,Garza-Gonzalez,Egypt,Africa,4.4,Low
SUP-063929,Briggs Group,Dominica,Asia,89.5,High
SUP-063930,"Johnson, Adams and Carrillo",Tunisia,Middle East,95.2,High
SUP-063931,"Woods, Navarro and Daniels",Turkmenistan,Middle East,0.1,Low
SUP-063932,"Clark, Glover and Chapman",Kyrgyz Republic,Middle East,0.5,Low
SUP-063933,Hayes-Morgan,Guyana,Middle East,0.0,
SUP-063934,"Bell, Rivera and Hanna",Dominican Republic,Europe,0.1,Low
SUP-063935,Williams and Sons,Palau,Americas,0.0,
SUP-063936,Robinson-White,Jamaica,Europe,0.5,Low
SUP-063937,Flores Ltd,Australia,Middle East,0.1,Low
SUP-063938,Rich LLC,Ecuador,Asia,0.5,Low
SUP-063939,"Thompson, Gutierrez and Washington",Gambia,Europe,0.0,
SUP-063940,"Lucas, Torres and Hahn",Dominica,Africa,13.7,Low
SUP-063941,"Shepherd, Ballard and Barber",Seychelles,Americas,0.4,Low
SUP-063942,"Johnson, Fischer and Baldwin",Zimbabwe,Asia,0.0,
SUP-063943,Bridges LLC,Costa Rica,Europe,99.1,High
SUP-063944,"Gutierrez, Smith and Torres",United States Minor Outlying Islands,Americas,0.0,
SUP-063945,"Black, Snyder and George",France,Europe,1.0,Low
SUP-063946,Ruiz-Hayes,Brazil,Africa,0.3,Low
SUP-063947,Knight-Morrison,Nepal,Middle East,0.0,
SUP-063948,Barnett-Franklin,Swaziland,Africa,0.9,Low
SUP-063949,Camacho-Austin,Lesotho,Middle East,6.1,Low
SUP-063950,Garcia and Sons,Korea,Americas,0.0,
SUP-063951,"Harding, Davis and Gaines",Switzerland,Europe,0.1,Low
SUP-063952,Lawson Inc,Canada,Europe,99.8,High
SUP-063953,"Jacobs, Bishop and Lara",Madagascar,Africa,4.1,Low
SUP-063954,Chavez-Lewis,Antigua and Barbuda,Asia,8.4,Low
SUP-063955,"Patterson, Mcdowell and Roman",Grenada,Americas,0.0,
SUP-063956,Smith Ltd,Honduras,Middle East,0.0,
SUP-063957,Rios-Davis,Bahrain,Americas,99.1,High
SUP-063958,Waters Group,Gabon,Africa,0.1,Low
SUP-063959,"Blair, Wilson and Williams",Oman,Europe,3.7,Low
SUP-063960,Vaughn PLC,Czech Republic,Middle East,99.5,High
SUP-063961,Soto-Carroll,Thailand,Middle East,0.0,
SUP-063962,"Ryan, Kent and Ortiz",Bhutan,Middle East,6.4,Low
SUP-063963,Zimmerman-Evans,Nigeria,Middle East,0.1,Low
SUP-063964,Phillips-Marshall,Croatia,Americas,0.4,Low
SUP-063965,Smith-Zamora,Botswana,Americas,0.0,
SUP-063966,Bennett-Hanna,United Arab Emirates,Africa,5.6,Low
SUP-063967,Lloyd-Cunningham,Zimbabwe,Europe,1.6,Low
SUP-063968,Pierce-Edwards,Ukraine,Europe,0.1,Low
SUP-063969,"Peters, Parker and Cervantes",Korea,Americas,0.8,Low
SUP-063970,"Green, Warren and Allen",Solomon Islands,Africa,25.6,Low
SUP-063971,Nelson Ltd,Myanmar,Asia,0.2,Low
SUP-063972,Daniel-Yates,Mayotte,Middle East,10.4,Low
SUP-063973,Castro LLC,Croatia,Europe,0.0,
SUP-063974,Jackson-Dunn,Bhutan,Middle East,14.4,Low
SUP-063975,Davis-Wilson,India,Europe,0.1,Low
SUP-063976,Rogers-Burns,Austria,Asia,0.2,Low
SUP-063977,Perry-Kirby,Greece,Europe,0.0,
SUP-063978,Williams-Kaufman,Panama,Asia,0.0,
SUP-063979,"Wilson, Mckee and Rodriguez",Djibouti,Europe,10.0,Low
SUP-063980,Dunn Group,Swaziland,Americas,29.8,Low
SUP-063981,Robinson Group,Montserrat,Middle East,0.0,
SUP-063982,Francis and Sons,Montserrat,Africa,0.0,
SUP-063983,Young Ltd,Guadeloupe,Africa,4.4,Low
SUP-063984,Parks Group,Chile,Europe,0.6,Low
SUP-063985,Mendez PLC,Netherlands Antilles,Africa,90.8,High
SUP-063986,Flores PLC,Wallis and Futuna,Middle East,99.9,High
SUP-063987,Ball-Ellis,Bouvet Island (Bouvetoya),Americas,0.2,Low
SUP-063988,Russo-Peck,Costa Rica,Americas,0.0,
SUP-063989,"Lopez, Martinez and Reeves",Hungary,Asia,1.4,Low
SUP-063990,Green Ltd,Gabon,Africa,0.2,Low
SUP-063991,Baker Inc,Slovakia (Slovak Republic),Middle East,99.3,High
SUP-063992,Lee-Webster,Bhutan,Africa,6.1,Low
SUP-063993,Jordan LLC,Estonia,Middle East,0.0,
SUP-063994,"Edwards, Evans and Brown",Angola,Asia,9.9,Low
SUP-063995,Klein-Jimenez,Georgia,Africa,0.0,
SUP-063996,"Armstrong, Soto and Frederick",Yemen,Americas,0.1,Low
SUP-063997,"Herrera, Kemp and Williams",Papua New Guinea,Asia,0.1,Low
SUP-063998,"Ramos, Mccall and Braun",Gambia,Africa,0.0,
SUP-063999,Rojas Ltd,North Macedonia,Americas,0.1,Low
SUP-064000,Walls-Mcguire,Gibraltar,Americas,1.1,Low
SUP-064001,Salas-Buck,Egypt,Middle East,2.4,Low
SUP-064002,Webb-Smith,Jordan,Americas,0.0,
SUP-064003,Norris Group,Kuwait,Europe,0.9,Low
SUP-064004,Nguyen-Ballard,Costa Rica,Africa,1.5,Low
SUP-064005,"Harvey, Rowe and Hurley",Angola,Africa,0.0,
SUP-064006,Rogers-Stout,Iraq,Middle East,0.0,
SUP-064007,Schroeder and Sons,India,Americas,69.6,High
SUP-064008,Schaefer-Hayden,Aruba,Middle East,0.4,Low
SUP-064009,"Taylor, Sawyer and Cole",Algeria,Europe,2.2,Low
SUP-064010,"Jones, Cross and Jordan",Luxembourg,Middle East,0.6,Low
SUP-064011,Wood Inc,China,Africa,0.1,Low
SUP-064012,"Deleon, Mccoy and Johnson",Argentina,Middle East,14.2,Low
SUP-064013,Guerra-Grant,Bangladesh,Africa,2.8,Low
SUP-064014,Bailey PLC,Libyan Arab Jamahiriya,Asia,95.7,High
SUP-064015,Edwards-Howard,Angola,Europe,0.0,
SUP-064016,Williams-Hudson,Belize,Europe,20.1,Low
SUP-064017,"Hoffman, Perez and Allen",Croatia,Africa,99.6,High
SUP-064018,Flores Group,Paraguay,Asia,6.9,Low
SUP-064019,"Phillips, Daniels and Silva",Nepal,Americas,19.5,Low
SUP-064020,Mullins-Stuart,Panama,Middle East,2.9,Low
SUP-064021,Herman-Dickerson,Grenada,Americas,0.4,Low
SUP-064022,Robinson Inc,Marshall Islands,Asia,0.2,Low
SUP-064023,Thompson and Sons,Papua New Guinea,Europe,0.3,Low
SUP-064024,Jensen-Flynn,Costa Rica,Americas,0.2,Low
SUP-064025,"Perkins, Heath and Snyder",Sri Lanka,Asia,99.9,High
SUP-064026,Saunders-Smith,Gabon,Europe,4.3,Low
SUP-064027,"Fisher, Patterson and Herrera",Nigeria,Americas,48.7,Medium
SUP-064028,"Grant, Young and Williams",Norfolk Island,Europe,0.5,Low
SUP-064029,"Ochoa, Castillo and Reyes",Swaziland,Africa,10.9,Low
SUP-064030,Munoz-Dillon,United Arab Emirates,Europe,0.2,Low
SUP-064031,"King, Sanchez and Diaz",South Georgia and the South Sandwich Islands,Europe,0.6,Low
SUP-064032,"Levy, Macias and Velasquez",Tuvalu,Asia,0.7,Low
SUP-064033,Mccarty and Sons,Latvia,Asia,0.0,
SUP-064034,"Barrett, Horton and Park",Cameroon,Middle East,98.8,High
SUP-064035,"Glenn, Wright and Hampton",Norfolk Island,Asia,13.8,Low
SUP-064036,Ramirez LLC,Saint Martin,Africa,14.9,Low
SUP-064037,Weeks Group,Finland,Africa,1.5,Low
SUP-064038,"Parker, Miller and Jackson",Tokelau,Europe,1.8,Low
SUP-064039,Williams-Tate,Equatorial Guinea,Asia,0.0,
SUP-064040,"Valenzuela, Wells and Garcia",Central African Republic,Middle East,3.1,Low
SUP-064041,"Cabrera, Young and Hurley",Malta,Asia,1.6,Low
SUP-064042,James-Le,American Samoa,Middle East,0.2,Low
SUP-064043,"Smith, Davidson and Griffin",Albania,Europe,0.0,
SUP-064044,"Logan, Sawyer and Mosley",Nicaragua,Africa,1.0,Low
SUP-064045,"Preston, Ball and Vargas",Ukraine,Asia,22.0,Low
SUP-064046,"Schultz, Klein and Morgan",Isle of Man,Asia,94.1,High
SUP-064047,Lucero Group,Eritrea,Africa,98.6,High
SUP-064048,"Velez, Johnston and Morrison",French Guiana,Africa,21.9,Low
SUP-064049,Mayer Ltd,Botswana,Americas,13.8,Low
SUP-064050,Griffin-Smith,Tonga,Americas,0.7,Low
SUP-064051,"Barnes, Luna and Taylor",Gambia,Americas,99.6,High
SUP-064052,"Davis, Hicks and Weeks",United Arab Emirates,Africa,0.5,Low
SUP-064053,Taylor and Sons,Congo,Americas,99.2,High
SUP-064054,Crawford-Elliott,Switzerland,Asia,8.1,Low
SUP-064055,Robinson Group,United States of America,Africa,5.9,Low
SUP-064056,White-Robinson,Grenada,Asia,0.1,Low
SUP-064057,Morris-Daniels,Botswana,Africa,0.7,Low
SUP-064058,Reynolds-Fisher,Saudi Arabia,Europe,0.1,Low
SUP-064059,Martin-Perkins,Singapore,Asia,0.2,Low
SUP-064060,Davis Ltd,Djibouti,Africa,99.8,High
SUP-064061,"Castro, Smith and Thompson",Belarus,Middle East,2.2,Low
SUP-064062,Morris and Sons,Haiti,Africa,0.8,Low
SUP-064063,"Johnson, Gibbs and Fuller",Sierra Leone,Europe,0.0,
SUP-064064,"Wade, Larson and King",Afghanistan,Africa,0.1,Low
SUP-064065,Spencer-Mccarthy,Georgia,Europe,20.1,Low
SUP-064066,Wright and Sons,Maldives,Americas,4.3,Low
SUP-064067,Garcia-Miller,Oman,Asia,9.3,Low
SUP-064068,Allison-Shaw,United States Minor Outlying Islands,Europe,0.1,Low
SUP-064069,"Daniels, Beltran and Henry",Anguilla,Middle East,0.2,Low
SUP-064070,Miller-Brown,Honduras,Asia,0.8,Low
SUP-064071,Walsh-Wilson,Venezuela,Africa,2.4,Low
SUP-064072,Castaneda-Brown,Dominica,Africa,99.8,High
SUP-064073,Owens LLC,Tokelau,Europe,5.5,Low
SUP-064074,Clay LLC,Svalbard & Jan Mayen Islands,Middle East,43.9,Medium
SUP-064075,Mcgrath Inc,Cyprus,Europe,12.3,Low
SUP-064076,Moore-Perkins,Montserrat,Middle East,50.0,Medium
SUP-064077,"Mcdaniel, Smith and Thompson",Switzerland,Europe,24.3,Low
SUP-064078,Schmitt-Ross,Lesotho,Americas,13.5,Low
SUP-064079,Scott Ltd,Norfolk Island,Americas,0.1,Low
SUP-064080,Thomas LLC,Nauru,Americas,0.4,Low
SUP-064081,Edwards Ltd,Israel,Europe,0.4,Low
SUP-064082,Brown-Terry,British Virgin Islands,Asia,99.6,High
SUP-064083,"Chandler, Myers and Nelson",Morocco,Africa,0.5,Low
SUP-064084,"Jones, Henderson and Schultz",Peru,Asia,99.7,High
SUP-064085,"Thomas, Wood and Johnson",Fiji,Africa,0.5,Low
SUP-064086,"Miller, Vasquez and Smith",Liberia,Middle East,31.1,Low
SUP-064087,Dennis-Kirby,Bahrain,Americas,51.5,Medium
SUP-064088,"Marks, Mills and Green",Svalbard & Jan Mayen Islands,Americas,0.0,
SUP-064089,Jones Inc,Mauritania,Africa,0.0,
SUP-064090,"Murphy, Vaughn and Nelson",Cocos (Keeling) Islands,Americas,1.1,Low
SUP-064091,Dean Group,Papua New Guinea,Asia,0.5,Low
SUP-064092,Wilcox-Richardson,Turkey,Europe,0.0,
SUP-064093,"Howard, Hodge and Anderson",Lesotho,Americas,7.4,Low
SUP-064094,"Johnson, Tyler and Hendricks",Korea,Americas,0.1,Low
SUP-064095,"Hansen, Johnson and Morrison",Sao Tome and Principe,Middle East,2.5,Low
SUP-064096,Valdez Group,Madagascar,Europe,19.1,Low
SUP-064097,Beard-Flores,Solomon Islands,Africa,99.9,High
SUP-064098,Holt Group,Bahrain,Europe,1.2,Low
SUP-064099,Silva Ltd,Lesotho,Europe,2.2,Low
SUP-064100,"Jackson, Brown and Fletcher",Togo,Africa,12.8,Low
SUP-064101,"Robinson, Lynn and Livingston",Andorra,Europe,0.0,
SUP-064102,Anderson Inc,Iceland,Middle East,3.8,Low
SUP-064103,Lewis-Fox,New Zealand,Asia,0.6,Low
SUP-064104,Dunn-Andrews,American Samoa,Europe,100.0,High
SUP-064105,Valdez Ltd,Morocco,Asia,0.0,
SUP-064106,Lutz PLC,Wallis and Futuna,Middle East,0.0,
SUP-064107,Morton LLC,Lao People's Democratic Republic,Middle East,2.8,Low
SUP-064108,"Smith, Meza and Johnson",Uganda,Europe,4.8,Low
SUP-064109,"Reed, Smith and Bright",Netherlands Antilles,Americas,0.0,
SUP-064110,"Johnson, Ramirez and Hurley",Australia,Europe,46.2,Medium
SUP-064111,Goodwin-Hernandez,Montserrat,Asia,1.1,Low
SUP-064112,Smith Inc,Montserrat,Middle East,0.0,
SUP-064113,Schneider PLC,United Kingdom,Asia,0.2,Low
SUP-064114,"Garcia, Vincent and Love",Bosnia and Herzegovina,Asia,1.1,Low
SUP-064115,"Martinez, Fernandez and Jackson",Venezuela,Africa,3.9,Low
SUP-064116,Walker and Sons,Panama,Middle East,0.0,
SUP-064117,"Campbell, Robinson and Robinson",British Indian Ocean Territory (Chagos Archipelago),Middle East,0.8,Low
SUP-064118,"Russell, Davidson and Anderson",Finland,Asia,0.1,Low
SUP-064119,Johnson Inc,Hong Kong,Middle East,0.2,Low
SUP-064120,Baker LLC,Costa Rica,Europe,2.7,Low
SUP-064121,Huerta Group,Argentina,Africa,0.0,
SUP-064122,Smith-Anderson,Myanmar,Europe,1.8,Low
SUP-064123,Schmidt-Williams,Israel,Americas,26.9,Low
SUP-064124,Mosley-Macdonald,Turkey,Americas,0.0,
SUP-064125,"Romero, Gonzales and Johnson",Uzbekistan,Asia,0.0,
SUP-064126,Kerr and Sons,China,Americas,0.3,Low
SUP-064127,Thomas-Anderson,France,Europe,0.0,
SUP-064128,Caldwell PLC,Taiwan,Americas,27.7,Low
SUP-064129,"Pratt, Cisneros and Daniels",Ethiopia,Asia,0.0,
SUP-064130,Benton-Chavez,Lao People's Democratic Republic,Middle East,99.6,High
SUP-064131,"Perez, Solomon and Alvarado",Finland,Africa,0.0,
SUP-064132,Snyder-Braun,Mexico,Asia,0.0,
SUP-064133,"Wolf, Martinez and Carr",Ethiopia,Asia,0.3,Low
SUP-064134,Morales-Ford,Heard Island and McDonald Islands,Asia,1.7,Low
SUP-064135,Martin Inc,New Caledonia,Europe,57.6,Medium
SUP-064136,Patton-Stuart,Madagascar,Middle East,0.0,
SUP-064137,Boyd PLC,Sierra Leone,Asia,3.2,Low
SUP-064138,"Weaver, Ballard and Moody",Tajikistan,Middle East,0.0,
SUP-064139,"Craig, Lee and Shields",Dominica,Asia,7.5,Low
SUP-064140,Martin Inc,Togo,Europe,5.2,Low
SUP-064141,"Sanchez, Moore and Williams",Ireland,Asia,0.7,Low
SUP-064142,Daugherty-Russell,Togo,Americas,0.0,
SUP-064143,Le-Walker,Japan,Europe,0.9,Low
SUP-064144,"Peterson, Williams and Palmer",Vietnam,Asia,1.8,Low
SUP-064145,"Evans, Tyler and Barron",Azerbaijan,Asia,6.5,Low
SUP-064146,"Taylor, Lewis and Good",Italy,Asia,1.0,Low
SUP-064147,Craig-Bruce,Rwanda,Americas,4.5,Low
SUP-064148,Rojas-Ibarra,Iraq,Americas,5.8,Low
SUP-064149,Lee PLC,Nicaragua,Asia,30.7,Low
SUP-064150,Grimes-Cooper,Haiti,Americas,0.2,Low
SUP-064151,Clark LLC,Burkina Faso,Asia,97.7,High
SUP-064152,"Dominguez, Turner and Gibson",Solomon Islands,Americas,0.1,Low
SUP-064153,Bradford LLC,Nigeria,Middle East,100.0,High
SUP-064154,"Ramsey, Frank and Pitts",Guyana,Asia,0.0,
SUP-064155,Nelson-Williams,Honduras,Asia,99.9,High
SUP-064156,"Aguilar, Boone and Wells",Ukraine,Africa,0.0,
SUP-064157,"Williams, Gonzalez and Padilla",Uruguay,Africa,0.1,Low
SUP-064158,Castillo-Cisneros,Luxembourg,Europe,33.9,Medium
SUP-064159,Chavez-Allen,Hungary,Middle East,0.0,
SUP-064160,Fischer and Sons,Finland,Middle East,1.4,Low
SUP-064161,Berry-Jordan,Saint Lucia,Europe,0.3,Low
SUP-064162,Savage and Sons,Cook Islands,Africa,18.2,Low
SUP-064163,Woods-Jones,Ireland,Europe,0.4,Low
SUP-064164,Summers-Lopez,Cyprus,Africa,0.0,
SUP-064165,Hurley and Sons,Qatar,Asia,21.0,Low
SUP-064166,Hickman and Sons,Haiti,Europe,0.1,Low
SUP-064167,Levine Group,Tuvalu,Americas,7.5,Low
SUP-064168,Ayala PLC,Senegal,Africa,99.9,High
SUP-064169,"Austin, Pope and Hill",Sri Lanka,Asia,0.2,Low
SUP-064170,Murray-Frank,Saint Kitts and Nevis,Americas,0.2,Low
SUP-064171,Rodgers and Sons,Bahrain,Americas,89.8,High
SUP-064172,Wolfe-Anderson,Somalia,Middle East,97.7,High
SUP-064173,James Ltd,Serbia,Africa,0.2,Low
SUP-064174,Brewer-Rivera,Heard Island and McDonald Islands,Asia,100.0,High
SUP-064175,Marshall-Foster,Jersey,Africa,84.7,High
SUP-064176,"Long, Barry and Jones",Bulgaria,Asia,43.6,Medium
SUP-064177,"Richardson, Byrd and Fuentes",Italy,Africa,0.0,
SUP-064178,Moses Group,Latvia,Americas,7.2,Low
SUP-064179,Hughes Ltd,Chile,Middle East,0.1,Low
SUP-064180,Kidd-Campbell,Turkey,Europe,0.2,Low
SUP-064181,"Curry, Burke and Meyer",North Macedonia,Africa,93.4,High
SUP-064182,Welch-Oconnor,Mauritius,Americas,0.0,
SUP-064183,"Nelson, Johnson and Miller",Sierra Leone,Europe,0.0,
SUP-064184,Allen Ltd,Senegal,Europe,1.1,Low
SUP-064185,Hanna Group,Saint Pierre and Miquelon,Europe,2.8,Low
SUP-064186,Little Group,Uruguay,Americas,0.0,
SUP-064187,Duke Inc,Iceland,Asia,9.4,Low
SUP-064188,Best PLC,Canada,Europe,0.0,
SUP-064189,Yates Group,Nigeria,Middle East,0.0,
SUP-064190,Stevenson-Ellis,Bhutan,Asia,0.2,Low
SUP-064191,Baldwin LLC,United Kingdom,Americas,0.2,Low
SUP-064192,Jones-Mason,Nigeria,Europe,0.3,Low
SUP-064193,Hoffman PLC,Mauritania,Americas,95.8,High
SUP-064194,Barnes and Sons,Palau,Americas,0.3,Low
SUP-064195,"Owens, Weaver and Barber",Guyana,Europe,0.3,Low
SUP-064196,"Smith, Robles and Elliott",Czech Republic,Americas,0.0,
SUP-064197,"Swanson, Harrell and Fox",Sri Lanka,Middle East,1.5,Low
SUP-064198,Smith LLC,China,Middle East,22.7,Low
SUP-064199,Hamilton Group,Sierra Leone,Africa,92.3,High
SUP-064200,Mejia-Butler,Mauritius,Europe,27.0,Low
SUP-064201,Parker-Sanchez,United States Minor Outlying Islands,Europe,0.2,Low
SUP-064202,Howell Ltd,Lesotho,Europe,8.6,Low
SUP-064203,Guzman-Evans,Burkina Faso,Africa,8.5,Low
SUP-064204,Hughes Group,Canada,Middle East,12.5,Low
SUP-064205,"Harrison, Nunez and Riley",Uruguay,Middle East,0.0,
SUP-064206,Marsh-Thornton,Sao Tome and Principe,Europe,31.3,Low
SUP-064207,Barber PLC,Korea,Americas,0.1,Low
SUP-064208,Goodman Ltd,South Georgia and the South Sandwich Islands,Asia,3.4,Low
SUP-064209,"Gillespie, Gallegos and Rogers",India,Asia,87.9,High
SUP-064210,"Beck, Morris and Martinez",Korea,Europe,4.5,Low
SUP-064211,Thomas Ltd,American Samoa,Europe,90.7,High
SUP-064212,"Wade, Myers and Bailey",Saint Vincent and the Grenadines,Middle East,1.3,Low
SUP-064213,"Pope, Bailey and Castillo",Suriname,Middle East,8.0,Low
SUP-064214,Wood-Brown,Turkmenistan,Americas,0.2,Low
SUP-064215,Guerrero LLC,Bangladesh,Middle East,3.7,Low
SUP-064216,"Morales, Wagner and Wilkerson",Russian Federation,Asia,0.0,
SUP-064217,"Kirk, Morris and Garcia",Azerbaijan,Asia,0.0,
SUP-064218,Sanchez-Williamson,Norway,Middle East,1.4,Low
SUP-064219,"Romero, Rose and Allison",Guadeloupe,Asia,0.0,
SUP-064220,Richardson-Fuller,Solomon Islands,Asia,1.8,Low
SUP-064221,Logan LLC,Saint Barthelemy,Asia,9.6,Low
SUP-064222,"Thompson, Curry and Stone",Brazil,Asia,46.0,Medium
SUP-064223,Hahn-Browning,Svalbard & Jan Mayen Islands,Africa,5.4,Low
SUP-064224,Oneal Group,Serbia,Europe,0.2,Low
SUP-064225,Fernandez LLC,Togo,Americas,0.0,
SUP-064226,Meza LLC,Holy See (Vatican City State),Africa,7.2,Low
SUP-064227,"Harris, Mitchell and West",Tunisia,Americas,0.2,Low
SUP-064228,Reed and Sons,Belgium,Africa,1.9,Low
SUP-064229,Robinson Ltd,Estonia,Africa,0.0,
SUP-064230,"Cox, Vargas and Davis",United Kingdom,Americas,1.1,Low
SUP-064231,Miller Inc,Antigua and Barbuda,Europe,0.0,
SUP-064232,Davis-Curtis,Cote d'Ivoire,Middle East,6.9,Low
SUP-064233,Harris LLC,Zambia,Africa,0.0,
SUP-064234,Gillespie LLC,Ghana,Europe,8.9,Low
SUP-064235,"Williams, Smith and Hayes",Algeria,Middle East,0.0,
SUP-064236,Berry-Tran,Cape Verde,Americas,10.3,Low
SUP-064237,Turner-Knight,New Zealand,Africa,11.2,Low
SUP-064238,"Diaz, Gray and Burgess",Finland,Middle East,0.0,
SUP-064239,Mcdowell-Cruz,Saudi Arabia,Europe,29.8,Low
SUP-064240,"Barron, Sampson and Williams",Sierra Leone,Middle East,99.8,High
SUP-064241,"Warren, Phillips and Hunter",Greece,Americas,0.0,
SUP-064242,"Sanford, Wells and Petty",Canada,Middle East,0.1,Low
